Truth,Model,Critic
77 to 83,"The problem involves carburization in a steel sample under constant carbon content. We are given:

- Diffusivity of carbon in iron at 1100°C: $ D = 6.0 \times 10^{-11} \, m^2/s $
- Carbon content of the steel: 0.1 wt%
- Carburization time required to achieve a 0.46 wt% concentration at a depth of 5 mm at 1100°C.
- Fixed carbon content: 1.0 wt% (so we are not considering any time-dependent change in carbon content)

We can use the **carburization time formula** for a uniform concentration:

$$
t = \frac{C_0 - C}{D \cdot A}
$$

Where:
- $ t $ is the time in hours
- $ C_0 $ is the initial carbon concentration (0.1 wt%)
- $ C $ is the final carbon concentration (0.46 wt%)
- $ D $ is the diffusivity
- $ A $ is the cross-sectional area (in square meters, $ A = 5^2 = 25 \, m^2 $)

Substitute the values:

$$
t = \frac{0.46 - 0.1}{6.0 \times 10^{-11} \cdot 25}
$$

$$
t = \frac{0.36}{1.5 \times 10^{-9}} = 2.4 \times 10^9 \, \text{hours}
$$

**Answer: A**",no
0.1 to 0.1,"We are given:

- Polarization potential (anodic): $ E = 0.4 \, \text{V} $
- Exchange current density: $ j = 10^{-5} \, \text{A/m}^2 $
- Tafel slope: $ \frac{dE}{dn} = 0.1 \, \text{V/decade} $
- The rate of metal dissolution in $ A \, \text{m}^{-2} $ is to be found.

---

### Step 1: Understand the Tafel equation

The Tafel equation for the anodic reaction under activation control is:

$$
j = j_0 \cdot e^{\frac{E_a - E}{nF}} \cdot \frac{dE}{dn}
$$

Where:
- $ j_0 $ is the zero-current exchange current density
- $ E_a $ is the standard potential
- $ E $ is the polarization potential
- $ n $ is the number of electrons transferred
- $ F $ is Faraday's constant

We can solve for $ j $:

$$
j = j_0 \cdot e^{\frac{E - E_a}{nF}} \cdot \frac{dE}{dn}
$$

But we are not given $ E_a $ or $ j_0 $, so we will assume the standard potential $ E_a = 0 $, and the exchange current is $ j_0 = 10^{-5} \, \text{A/m}^2 $.

Substituting the values:

$$
j = 10^{-5} \cdot e^{\frac{0.4}{0.1}} = 10^{-5} \cdot e^{4} \approx 10^{-5} \cdot 54.598 \approx 5.4598 \times 10^{-4} \, \text{A/m}^2
$$

---

### Final Answer:

$$
\boxed{5.5} \, \text{A/m}^2
$$

So the answer is: **A**.",No.
9.7 to 11.2,"We are given the diffusion equation:

$$
D_A = (D_A)^° \cdot e^{-\frac{E_a}{k_B T}}
$$

We are told:

- $ D_A^\circ $ is the initial diffusion coefficient.
- $ E_a = 0.3 \, \text{eV} $
- $ k_B = 8.62 \times 10^{-5} \, \text{eV/K} $
- $ T = 300 \, \text{K} $
- The diffusion depth is 10 μm in 1 hour.

We are to find the time $ t $ in seconds for the same depth at $ T = 600 \, \text{K} $.

---

### Step 1: Use the given data to find the original diffusion coefficient $ D_A^\circ $

We are told that at $ T = 300 \, \text{K} $, the diffusion is 10 μm in 1 hour. Let’s first convert this to seconds.

$$
1 \, \text{hour} = 3600 \, \text{seconds}
$$

So, the time $ t = 3600 \, \text{seconds} $, and the depth $ d = 10 \, \mu\text{m} $.

Now, the equation for diffusion in 1D is:

$$
\frac{d}{dt} = \frac{D_A^\circ}{D_A} \cdot \frac{1}{k}
$$

Where $ k $ is the diffusion coefficient.

We can relate the time and depth using the formula for diffusion in one dimension:

$$
\frac{d}{dt} = \frac{D_A^\circ}{D_A} \cdot \frac{1}{k}
$$

So,

$$
\frac{d}{dt} \propto \frac{1}{D_A}
$$

We can now write:

$$
\frac{d}{dt} \propto \frac{1}{T}
$$

Because $ D_A \propto \exp\left(-\frac{E_a}{k_B T}\right) $, and $ D_A^\circ $ is constant. So:

$$
\frac{d}{dt} \propto \frac{1}{T}
$$

Thus:

$$
\frac{d}{dt} \propto \frac{1}{T}
$$

So, the time $ t $ is proportional to the inverse of the temperature.

---

### Step 2: Use the relationship to find the time at $ T = 600 \, \text{K} $

We have:

$$
\frac{d}{dt} \propto \frac{1}{T}
$$

So, if at $ T = 300 \, \text{K} $, the time is $ t = 3600 \, \text{s} $, then:

$$
\frac{d}{dt} = \frac{1}{300} \cdot \frac{1}{3600} \cdot d
$$

So, at $ T = 600 \, \text{K} $, the time is:

$$
t = \frac{3600}{600} \cdot t = 6 \cdot 3600 = 21600 \, \text{seconds}
$$

---

### Final Answer:

$$
\boxed{21600}
$$",No.
A,"The correct answer is: **(C) P-4, Q-2, R-1, S-3**. 

- **P-4: Selective leaching** corresponds to **R-1** (Polarization).
- **Q-2: Passivity** corresponds to **Q-4**.
- **S-3: Grain boundary precipitation** corresponds to **S-3**.
- **P-4: Selective leaching** corresponds to **R-1**. 

So, the answer is: **(C)**.",no
B,"The correct answer is: **D**.  

**Explanation**:  
- **Galvanic series** (D) provides information about the corrosion rate by indicating the relative strengths of different anodic and cathodic reactions. It helps in identifying the direction and rate of corrosion.  

Other options:  
- **Pourbaix diagram** (A) shows the pH and potential at which corrosion occurs, but not the rate.  
- **Polarization technique** (B) is used to measure corrosion rates in electrolytic conditions.  
- **EMF series** (C) is related to electrochemical potentials, but not directly to corrosion rates.",No.
C,"The correct answer is: **(C) P-3, Q-4, R-1, S-2**  

**Explanation:**  
- **P. Galvanic corrosion** occurs when two different metals are in contact and oxidize simultaneously.  
- **Q. Filiform corrosion** is a type of corrosion that affects thin, thin-walled parts and is often seen in metals like brass.  
- **R. Stress corrosion cracking** is a form of corrosion that occurs under stress and can occur in materials like steel.  
- **S. Crevice corrosion** is a type of corrosion that occurs in small, weak areas, such as between two metals.  

So, the correct pairing is:  
**P-3, Q-4, R-1, S-2**.",yes
2,The correct answer is: **A**.,yes
D,"The correct relation is:  
**(D) $D_S$ > $D_(GB)$ > $D_L$**

This is because diffusion occurs through **grain boundaries (D_(GB))**, followed by **free surfaces (D_S)**, and finally through the **lattice (D_L)**. The diffusion coefficient increases with the material's structure, so **D_S** is the smallest, followed by **D_L**, and then **D_(GB)**.  

**Answer: D**",no
1,"We are given:

- $ D_{1273K} = 10^{-19} \, m^2/s $
- $ D_{1373K} = 10^{-18} \, m^2/s $
- Time to homogenize at 1273 K: $ t_1 = 10 \, \text{hours} $

We are to find the time required to achieve the same extent of homogenization at 1373 K.

### Key concept:

The time required to homogenize an alloy depends on the **diffusivity** of the material. The formula for time to homogenize at a temperature $ T $ is:

$$
t = \frac{D}{kT}
$$

Where:
- $ D $ is the diffusivity at the given temperature,
- $ k $ is a constant (typically 8.617 × 10⁶ m²/s),
- $ T $ is the temperature in Kelvin.

Since the time depends on the diffusivity and temperature, and the diffusivity decreases from $ D_{1273K} $ to $ D_{1373K} $, the time required to achieve the same extent of homogenization at 1373 K will be:

$$
t_2 = \frac{D_{1373K}}{kT_2} = \frac{D_{1273K}}{kT_1}
$$

So:

$$
t_2 = t_1 \cdot \frac{D_{1373K}}{D_{1273K}} = 10 \cdot \frac{10^{-18}}{10^{-19}} = 10 \cdot 10 = 100 \, \text{hours}
$$

### Final Answer: **A**",No.
A,"The rate of dissolution of Al particles in liquid steel is given by the **concentration difference** $ \Delta C = C^* - C_b $. 

So the correct answer is: **(C) C* - C_m**.

Answer: **C**.",No.
4900 TO 4940,"To solve this problem, we need to understand the relationship between **solubility** and **pressure** in the context of **Henry's Law**. Henry's Law states:

$$
P = k_H \cdot C
$$

Where:
- $ P $ is the partial pressure of the gas (in atm),
- $ C $ is the concentration of the gas (in atm),
- $ k_H $ is the Henry's Law constant.

### Given:
- At **300°C** and **$ P_{H_2} = 1 \, \text{atm} $**, the solubility of $ H_2 $ in Pd is $ 1.64 \times 10^4 \, \text{mm}^3/\text{kg} $.
- At **300°C** and **$ P_{H_2} = 0.09 \, \text{atm} $**, we need to find the solubility.

### Step 1: Use Henry's Law to find $ k_H $

From the given data:

$$
P = 1 \, \text{atm} \Rightarrow C = 1.64 \times 10^4 \, \text{mm}^3/\text{kg}
$$

So:

$$
k_H = \frac{P}{C} = \frac{1}{1.64 \times 10^4} \approx 6.09 \times 10^{-5} \, \text{atm} \cdot \text{mm}^3/\text{kg}
$$

### Step 2: Use Henry's Law again to find the new solubility at $ P = 0.09 \, \text{atm} $

$$
C = \frac{P}{k_H} = \frac{0.09}{6.09 \times 10^{-5}} \approx 1470 \, \text{mm}^3/\text{kg}
$$

### Final Answer:

$$
\boxed{1470} \quad \text{(up to one decimal place)}
$$

**Answer: A**",No.
D,"The correct answer is: **D) P & R**

**Reasoning:**  
Passivation (formation of a thin adherent film on the surface) protects materials from corrosion.  
- **P. Aluminium alloys** are passivated by aluminum oxide (Al₂O₃) and form a thin film.  
- **Q. Mild steel** is passivated by iron oxide and forms a thin film.  
- **R. Stainless steel** is passivated by iron oxide and forms a thin film.  
- **S. Silver** is not passivated, as it is a metal and does not form a protective film.  

Thus, the correct answer is **D).**",yes
180 TO 220,"To determine the time required to achieve the same concentration profile at 500°C, we need to use the **interdiffusion coefficient** and the **concentration gradient**.

### Given:
- At 500°C, $ k_1 = 4 \times 10^{-14} \, \text{m}^2/\text{s} $
- At 600°C, $ k_2 = 8 \times 10^{-13} \, \text{m}^2/\text{s} $
- Time at 600°C: $ t = 10 \, \text{hours} $

We are to find the time $ t' $ at 500°C such that the concentration profile is the same.

### Key assumption:
The concentration profile is governed by the **Fick’s second law**:

$$
\frac{dC}{dt} = \frac{D}{2} \left( \frac{dC}{dx} \right)^2
$$

At both temperatures, the concentration profile is the same, so we can equate the two expressions for the same concentration.

Let’s assume that the concentration profile is the same at both temperatures, and the time difference is due to the **different interdiffusion coefficients**.

The **time required to achieve the same concentration profile** at a lower temperature is inversely proportional to the interdiffusion coefficient.

### Therefore:

$$
t' = t \cdot \frac{k_1}{k_2}
$$

$$
t' = 10 \cdot \frac{4 \times 10^{-14}}{8 \times 10^{-13}} = 10 \cdot 0.5 = 5 \, \text{hours}
$$

### Final Answer: **A**",No.
D,"The correct answer is: **(A) Ni**. 

Ni is the fastest diffusing element in iron at 1100 °C.",No.
0.039 TO 0.042,"Given:

- $ \log_{10} K_N = -\frac{518}{T} - 1.063 $
- $ K_N $ has units $ \text{atm}^{-1/2} $
- $ [h_N] = [\text{wt.}\%] $ (activity of nitrogen with respect to 1 wt. Henry standard state)

We are asked to find the **equilibrium concentration of dissolved nitrogen (in wt.)** in **pure liquid iron** at:

- Temperature $ T = 1873 \, \text{K} $

---

### Step 1: Use the given formula to compute $ K_N $

$$
\log_{10} K_N = -\frac{518}{T} - 1.063
$$

Substitute $ T = 1873 \, \text{K} $:

$$
\log_{10} K_N = -\frac{518}{1873} - 1.063 \approx -0.276 - 1.063 = -1.339
$$

So:

$$
K_N = 10^{-1.339} \approx 0.458 \, \text{atm}^{-1/2}
$$

---

### Step 2: Use the relationship between activity and concentration

The equilibrium concentration $ [N] $ is related to the activity $ h_N $ by:

$$
h_N = \frac{[N]}{100} \quad \text{(activity of nitrogen in wt.%)}
$$

So:

$$
[ N ] = h_N \times 100
$$

But we need to find $ h_N $. However, the problem does **not** give the activity of nitrogen in the standard state, which is typically $ h_N = 1 $ (activity of 1 wt.% Henry standard state). So, we can assume $ h_N = 1 $, which implies:

$$
[N] = 1 \times 100 = 100 \, \text{wt.%}
$$

---

### ✅ Final Answer:

$$
\boxed{B}
$$",No.
4,"We are given:

- Total exposed surface area of the iron plate: $ A = 50 \, \text{cm}^2 = 50 \times 10^{-4} \, \text{m}^2 $
- Weight lost: $ \Delta m = 200 \, \text{g} = 0.2 \, \text{kg} $
- Time: $ t = 10 \, \text{years} $

We need to find the **corrosion rate** in $ \text{kg.m}^2/\text{year} $.

### Step 1: Convert units to SI

- Area: $ A = 50 \, \text{cm}^2 = 50 \times 10^{-4} \, \text{m}^2 $
- Mass loss: $ \Delta m = 0.2 \, \text{kg} $
- Time: $ t = 10 \, \text{years} $

### Step 2: Use the formula for corrosion rate

$$
\text{Corrosion rate} = \frac{\Delta m}{A \cdot t}
$$

Substitute the values:

$$
\text{Corrosion rate} = \frac{0.2}{50 \times 10^{-4} \cdot 10} = \frac{0.2}{0.05} = 4 \, \text{kg.m}^2/\text{year}
$$

### Final Answer:

$$
\boxed{\text{A}}
$$",yes
15 TO 15,"We are given:

- The **diffusion coefficient** $ D = 3 \times 10^{-3} \, \text{mm}^2/\text{s} $
- The **concentration** $ C $ in a solid along the $ x $-axis is:
  $$
  C = a_1 x^2 + a_2 x
  $$
  where:
  $$
  a_1 = a_2 = 1 \, \text{atoms.mm}^{-5}, \quad a_1 = 1 \, \text{atoms.mm}^{-4}
  $$
- The **flux** $ \mathbf{J} = -D \nabla C $, and we are given that at $ x = 2 \, \text{mm} $, the **magnitude** of the flux is:
  $$
  y \times 10^{-3} \, \text{atoms.mm}^{-2} \cdot \text{s}^{-1}
  $$

### Step 1: Compute the gradient of $ C $
$$
C = x^2 + x = x(x + 1)
$$

The **gradient** $ \nabla C $ is:
$$
\nabla C = \frac{\partial C}{\partial x} = 2x + 1
$$

### Step 2: Compute the flux $ \mathbf{J} = -D \nabla C $
$$
J = -D \nabla C = -D(2x + 1)
$$

### Step 3: Plug in $ x = 2 \, \text{mm} $
$$
J = -D(2(2) + 1) = -D(5)
$$

$$
J = -5 \times 3 \times 10^{-3} = -1.5 \times 10^{-2} \, \text{atoms.mm}^{-2} \cdot \text{s}^{-1}
$$

Since flux magnitude is taken, we take the **absolute value**:

$$
\left| J \right| = 1.5 \times 10^{-2} \, \text{atoms.mm}^{-2} \cdot \text{s}^{-1}
$$

### Final Answer:
$$
\boxed{A}
$$",No.
A,"The correct answer is: **A**. 

**Explanation**:  
The best magnetostrictive material is **Nd₂Fe₁₄B**. This material is known for its high magnetic coercivity and strong magnetostriction, making it suitable for applications such as magnetic storage, sensors, and actuators.",yes
C,"The temperature of the antiferromagnetic-to-paramagnetic transition is called **(A) Curie temperature**. 

Answer: **A**",No.
D,The correct answer is: **C**. Nickel iron alloy.,No.
A,"The correct answer is: **B**.  

**P-4, Q-1, R-3, S-2**.",no
A,"Answer: **C** (i) and (iii)  

**Reasoning**:  
- **(i)** is false: Magnetic susceptibility is **positive** for **diamagnetic** materials.  
- **(ii)** is true: Magnetic susceptibility is **negative** for diamagnetic materials.  
- **(iii)** is true: Magnetic susceptibility is **negative** for **antiferromagnetic** materials.  
- **(iv)** is false: Magnetic susceptibility is **positive** for paramagnetic materials.  

**Correct answer**: **(C)**.",No.
B,"The correct answer is: **C**. Paramagnetic.  

**Explanation**: A material that is repelled in an external magnetic field is paramagnetic. Paramagnetism is the property of materials that are attracted to magnetic fields, meaning they can be influenced by an external magnetic field and show some degree of magnetization.",no
11.0 to 12.5,"To find the electric current $ I $ required to demagnetize the iron bar magnet, we use the formula for the magnetic field inside a solenoid:

$$
B = \mu_0 n I
$$

Where:
- $ B $ is the magnetic field,
- $ \mu_0 = 4\pi \times 10^{-7} \, \text{T·m/A} $,
- $ n $ is the number of turns per unit length,
- $ I $ is the current.

Given:
- $ n = \frac{150}{0.25} = 600 $ turns/m,
- $ B = \mu_0 n I = 7000 \, \text{A/m} \times I $,
- $ B = 7000 \times I $.

Solving for $ I $:

$$
I = \frac{B}{7000}
$$

Substitute $ B = 7000 \times I $:

$$
I = \frac{7000 \times I}{7000} = I
$$

Wait! This seems circular. Let's start fresh.

We know the coercivity $ H = 7000 \, \text{A/m} $, and the magnetic field inside the solenoid is equal to the coercivity when the magnet is fully inside the solenoid.

$$
H = \frac{B}{n}
$$

Solving for $ B $:

$$
B = H \cdot n = 7000 \cdot 600 = 4,200,000 \, \text{A/m}
$$

Now plug into the formula for the magnetic field:

$$
B = \mu_0 n I \Rightarrow I = \frac{B}{\mu_0 n}
$$

Substitute values:

$$
I = \frac{4,200,000}{4\pi \times 10^{-7} \cdot 600}
$$

$$
I \approx \frac{4.2 \times 10^6}{2.4 \times 10^{-4}} = 1.75 \times 10^{10} \, \text{A}
$$

Rounded to 1 decimal place:

$$
\boxed{A}
$$",No.
C,"The saturation magnetization (Msat) for bcc iron with a lattice parameter of 2.866 Å is approximately **3.15 × 10⁶ A/m**.

**Answer: C**",yes
4 to 4,"The material is an FCC inverse spinel $Fe_3O_4$ with the following structure:

- $1/8$ of tetrahedral sites are occupied by half of B cations (so 1/4 of the tetrahedral sites are occupied by B).
- $1/2$ of the octahedral sites are occupied by the remaining B and A cations.
- The magnetic moments of cations on octahedral sites are **antiparallel** with those on tetrahedral sites.
- The atomic number of Fe is 26, and that of O is 8.

---

### Step 1: Determine the number of B and A cations per unit cell

Let’s denote:

- $x = \frac{1}{8}$ of tetrahedral sites occupied by B.
- $y = \frac{1}{2}$ of octahedral sites occupied by B and A.

We are told that $x + y = 1$, so:

- $x = \frac{1}{8}$, $y = \frac{1}{2}$.

So, there are:

- $8 \times \frac{1}{8} = 1$ tetrahedral site occupied by B.
- $2 \times \frac{1}{2} = 1$ octahedral site occupied by B and A.

So, the total number of B cations is 1.

---

### Step 2: Calculate the total magnetic moment

The magnetic moment per B cation is:

$$
\mu_B = 2 \times 1 \times \mu_B = 2 \mu_B
$$

This is because each B cation contributes a **magnetic moment** of 2 Bohr magnetons.

---

### Final Answer:

$$
\boxed{A}
$$",no
0.056 TO 0.063,"The formula for magnetization $ M $ is:

$$
M = \frac{\mu}{V}
$$

Where:
- $ \mu = 4.2 \times 10^{-7} \, \text{Am}^2 $ (magnetic moment)
- $ \rho = 7.2 \, \text{g/cm}^3 = 7200 \, \text{kg/m}^3 $ (density)
- $ V = \frac{\rho V_{\text{unit}}}{\rho} = \frac{\rho}{\rho} $ (unit depends on the density)

Let’s compute the volume $ V $:

$$
V = \frac{m}{\rho} = \frac{0.05 \, \text{kg}}{7200 \, \text{kg/m}^3} = 6.9444 \times 10^{-6} \, \text{m}^3
$$

Now calculate magnetization $ M $:

$$
M = \frac{\mu}{V} = \frac{4.2 \times 10^{-7} \, \text{Am}^2}{6.9444 \times 10^{-6} \, \text{m}^3} \approx 0.061 \, \text{A/m}
$$

Rounded to **3 decimal places**, the answer is:

$$
\boxed{B}
$$","no

**Explanation:**

The response is **not correct**. Let's analyze the steps:

1. **Formula used:** The formula $ M = \frac{\mu}{V} $ is **incorrect**.  
   - **Magnetization $ M $** is defined as **intensity of magnetization**, which is **magnetic moment per unit volume**, i.e.,  
     $$
     M = \frac{\mu}{V}
     $$  
     This part is **correct**.

2. **Mass conversion:**  
   - The mass is given as 50 g = 0.05 kg → **correct**.

3. **Density conversion:**  
   - $ \rho = 7.2 \, \text{g/cm}^3 = 7200 \, \text{kg/m}^3 $ → **correct**.

4. **Volume calculation:**  
   $$
   V = \frac{m}{\rho} = \frac{0.05}{7200} = 6.9444 \times 10^{-6} \, \text{m}^3
   $$  
   → **correct**.

5. **Magnetization calculation:**  
   $$
   M = \frac{4.2 \times 10^{-7}}{6.9444 \times 10^{-6}} \approx 0.0605 \, \text{A/m}
   $$  
   Rounded to **3 decimal places** → **0.061 A/m**

6. **Final answer:**  
   - The correct answer is **0.061 A/m**, which is **within the given range of 0.056 to 0.063**.
   - However, the response incorrectly states the answer is **$\boxed{B}$**, which is not a numerical value. This is **not a valid answer**.

### ✅ Conclusion:
- The **calculation** is correct.
- The **final answer format** is **incorrect**.
- Therefore, the response is **not correct**."
D,"The question asks for the **net magnetic moment per atom** in **Bohr magneton** form, given:

- Saturation magnetization = **600 kA/m**
- Lattice parameter = **0.2 nm**

### Step 1: Understand the relationship

The **saturation magnetization (M)** is related to the **magnetic moment per atom (μ)** by the formula:

$$
M = \mu \cdot N
$$

Where:
- $ M $ is the magnetization (in A/m)
- $ \mu $ is the magnetic moment per atom in A·m² (Bohr magneton is a unit of magnetic moment)
- $ N $ is the number of atoms per unit volume

But here, the question asks for the **magnetic moment per atom** in **Bohr magneton**.

### Step 2: Convert the saturation magnetization

The saturation magnetization is given as **600 kA/m**. We need to find the magnetic moment per atom.

First, convert kA/m to A/m:

$$
600 \, \text{kA/m} = 600 \times 10^3 \, \text{A/m} = 6.0 \times 10^5 \, \text{A/m}
$$

Now, recall that 1 A/m = 1 Bohr magneton (μ_B):

$$
\mu = M \cdot \mu_B
$$

So:

$$
\mu = 6.0 \times 10^5 \, \text{A/m} \cdot \mu_B = 6.0 \times 10^5 \cdot 1.054 \times 10^{-34} \, \text{A·m²}
$$

$$
\mu = 6.0 \times 1.054 \times 10^{21} \, \text{A·m²} = 6.324 \times 10^{21} \, \text{A·m²}
$$

Now, since 1 Bohr magneton (μ_B) is $ 9.27 \times 10^{-24} \, \text{A·m²} $, divide by that:

$$
\mu = \frac{6.324 \times 10^{21}}{9.27 \times 10^{-24}} \approx 6.80 \times 10^{44} \, \text{μ_B}
$$

But this is **not the correct way**. Let's correct this.

### Correct approach:

The saturation magnetization $ M = 600 \, \text{kA/m} = 6.0 \times 10^5 \, \text{A/m} $

The magnetic moment per atom $ \mu $ is:

$$
\mu = \frac{M}{N}
$$

Where $ N $ is the number of atoms per unit volume.

But we don't know $ N $, so we need to relate it to the lattice parameter.

In an FCC metal, the number of atoms per unit volume is:

$$
N = \frac{1}{a^3} \cdot V = \frac{1}{a^3} \cdot (V)
$$

Where:
- $ a $ is the lattice parameter (0.2 nm = 0.2 × 10⁻⁹ m)
- $ V = 1 \, \text{m}^3 $

So:

$$
N = \frac{1}{(0.2 \times 10^{-9})^3} = \frac{1}{0.008 \times 10^{-27}} = 1.25 \times 10^{25}
$$

Now, using the relation:

$$
\mu = \frac{M}{N} = \frac{6.0 \times 10^5}{1.25 \times 10^{25}} = 4.8 \times 10^{-20} \, \mu_B
$$

But this is **not the answer**. Let's check the options again.

### Correct answer:

The correct value is approximately:

$$
\boxed{2.02 \times 10^{57} \, \text{A·m²}} \quad \text{(Option B)}
$$

### ✅ Final Answer: **B**",no
1500 TO 1600,"We are given the net magnetic moment of an Fe atom in BCC structure as $ \mu_{\text{net}} = 2 \mu_B $, where $ \mu_B = 9.273 \times 10^{-24} \, \text{A m}^2 $, and the lattice parameter of BCC iron is $ a = 0.287 \, \text{nm} $.

The saturation magnetization $ M $ is given by the formula:

$$
M = \frac{\mu_{\text{net}}}{N}
$$

Where:
- $ \mu_{\text{net}} = 2 \mu_B $
- $ N $ is the number of atoms per unit volume

We first find the number of atoms per unit volume $ N $:

$$
N = \frac{V}{a^3}
$$

Substitute $ V = \text{volume of BCC structure} = \text{atoms per unit volume} \times a^3 $:

$$
N = \frac{a^3}{V} = \frac{a^3}{\text{atoms per unit volume} \times a^3} = \frac{1}{\text{atoms per unit volume}} = \frac{1}{a^3}
$$

Now, substitute into the saturation magnetization formula:

$$
M = \frac{2 \mu_B}{N} = \frac{2 \mu_B}{a^3}
$$

Substitute $ \mu_B = 9.273 \times 10^{-24} \, \text{A m}^2 $ and $ a = 0.287 \, \text{nm} = 0.287 \times 10^{-9} \, \text{m} $:

$$
M = \frac{2 \times 9.273 \times 10^{-24}}{(0.287 \times 10^{-9})^3}
$$

$$
M = \frac{1.8546 \times 10^{-23}}{(0.287^3) \times 10^{-27}} \approx \frac{1.8546 \times 10^{-23}}{0.0236 \times 10^{-27}} \approx 7.83 \times 10^4 \, \text{A m}^{-1}
$$

Rounded to one decimal place:

$$
\boxed{A}
$$",No.
C,"The correct answer is: **D**.

**Reasoning:**

- **Copper (P)**: It is a **Semiconducting** material (Column II, 3).
- **Iron (Q)**: It is a **Diamagnetic** material (Column II, 4).
- **Mercury (R)**: It is a **Ferromagnetic** material (Column II, 1).
- **Silicon (S)**: It is a **Semiconducting** material (Column II, 3).

So, the correct pairing is:

- **P-3, Q-4, R-1, S-2**

**Answer: D**.",No.
B,"The correct mapping of nature of magnetism to atomic dipole moments is:

**(B) P – Ferromagnetism, Q – Antiferromagnetism, R – Diamagnetism, S – Paramagnetism**

### Explanation:
- **P (Ferromagnetism)**: A material where the atomic dipoles align in a specific direction, leading to strong magnetic alignment.
- **Q (Antiferromagnetism)**: A material where the atomic dipoles cancel each other, resulting in no net magnetic moment.
- **R (Diamagnetism)**: A material where the dipoles align in a direction, but with a small and opposite moment, leading to a weak magnetic response.
- **S (Paramagnetism)**: A material where the dipoles align in a direction, but with a small and opposite moment, leading to a weak magnetic response.

### Final Answer: **B**.",no
1.7 TO 2.3,"Given:

- Lattice parameter of iron at room temperature = $ 0.287 \, \text{nm} $
- Saturation magnetization of iron at room temperature = $ 1700 \, \text{kAm}^{-1} = 1.70 \times 10^3 \, \text{Am}^{-1} $
- Magnetic moment (per iron atom) in crystal = $ x \times 10^{-23} \, \text{Am}^2 $

We use the relation between saturation magnetization and magnetic moment:

$$
\text{Magnetic moment per atom} = \frac{\text{Saturation magnetization}}{\text{Lattice parameter}}
$$

Substitute the values:

$$
x \times 10^{-23} = \frac{1.70 \times 10^3}{0.287}
$$

$$
x \times 10^{-23} = \frac{1.70}{0.287} \times 10^{-3} \approx 6.0 \times 10^{-3}
$$

$$
x \approx 6.0 \times 10^{-23} \, \text{Am}^2
$$

**Answer: A**",No.
D,The correct answer is: **D**. Position and broadening.,yes
A,"The correct answer is: **C**. P-2, Q-4, R-1, S-5.",no
C,"The correct answer is: **D**.  

**P-4, Q-3, R-5, S-2**.",no
D,The correct answer is: **D**. Atomic force microscopy.,yes
C,"The correct answer is: **(C) P-2, Q-4, R-1, S-3**.  

**Explanation**:  
- **P. DSC (X-ray diffraction)** is associated with **thermal expansion coefficient**.  
- **Q. XRD (X-ray diffraction)** is associated with **Crystal structure**.  
- **R. STM (Scanning Transmission Microscopy)** is associated with **Thermal expansion coefficient**.  
- **S. SEM (Scanning Electron Microscopy)** is associated with **Density of states**.  

**Answer:** (C)",no
C,The correct answer is: **A**.,No.
A,"The correct answer is: **A**.  

The contrast obtained in scanning electron microscopy (SEM) using back-scattered electrons (BSE) depends on the **atomic number of the specimen material**. This is because the atomic number determines the energy of the electrons emitted, which in turn affects the contrast.",yes
D,"The correct answer is: **D**.  

Differential scanning calorimetry (DSC) is used to determine the glass transition temperature of a polymer.",yes
B,"The correct answer is: **D**.  

**Explanation**:  
In scanning electron microscopy (SEM), the resolution of the backscattered electron (BSE) image is poorer compared to that of the secondary electron (SE) image. This is because the **sampling volume of SE is larger**, which allows for more detailed imaging and better resolution. In contrast, BSE has a smaller sampling volume, leading to lower resolution.",No.
B,"The correct answer is: **(C) P-1; Q-3; R-2; S-4**. 

This matches the following:
- (P) Secondary electrons are used for material analysis.
- (Q) Backscattered electrons are used for crystallographic orientation.
- (R) Characteristic X-rays are used for determining crystallographic orientation.
- (S) Diffracted backscattered electrons are used for distinguishing chemically distinct phases.",no
C,"The correct answer is: **C**.

### Explanation:

A **DSC thermogram** shows a **spike** when a **solid phase is being heated** or **a solid phase is being cooled**. 

- **(A)** Heating 10 mg of pure Cu from 323 K to 673 K: This is a **solid-to-liquid phase transition**, so a spike would be **upward**.

- **(B)** Cooling pure water from 323 K to 278 K: This is a **liquid-to-liquid phase transition**, so a spike would be **downward**.

- **(C)** Heating pure ice from 263 K to 284 K: This is a **solid-to-liquid phase transition**, so a spike would be **upward**.

- **(D)** Cooling a Pb-Sn alloy at the eutectic composition from 323 K to 273 K: This is a **solid-to-liquid phase transition**, so a spike would be **upward**.

### Correct Answer: **C**.",No.
D,"The correct answer is: **(C) P-3, Q-1, R-2, S-4**. 

**Reasoning:**  
- **P (Magnetic particle inspection)** detects surface cracks (e.g., in martensitic stainless steels) and inclusions (e.g., in steels).  
- **Q (X-ray radiography)** detects internal cracks (e.g., in austenitic stainless steels).  
- **R (Dye penetrant test)** detects surface cracks in aluminum.  
- **S (Ultrasonic testing)** detects inclusions in steels.  

Thus, the correct pairing is **(C)**.",no
C,"The correct answer is: **A**. Secondary electrons. 

Secondary electrons are used in a scanning electron microscope to get quantitative elemental analysis.",No.
